receiving_yards,depth,season,targets,team_passing_yards,team_pass_td,team_receptions,team_receiving_yards,height,weight,age,reception_td
171.0,1.0,2018,46.0,2884,19,283,2884,74.0,204.0,24,1.0
0.0,3.0,2019,1.0,3314,24,307,3314,74.0,204.0,25,0.0
475.0,2.0,2014,59.0,3566,19,322,3566,74.0,215.0,25,3.0
127.0,2.0,2015,13.0,3246,14,294,3246,74.0,215.0,26,0.0
232.0,1.0,2016,37.0,4119,20,414,4119,74.0,215.0,27,0.0
64.0,2.0,2023,9.0,4257,28,420,4257,72.0,183.0,25,0.0
186.0,2.0,2016,35.0,3645,19,311,3641,74.0,209.0,24,0.0
3.0,3.0,2017,1.0,3501,20,323,3511,74.0,209.0,25,0.0
25.0,2.0,2018,3.0,3404,21,299,3404,74.0,209.0,26,0.0
859.0,2.0,2020,112.0,4129,36,428,4115,76.0,238.0,22,9.0
848.0,1.0,2021,105.0,4017,24,425,4005,76.0,238.0,23,2.0
457.0,1.0,2022,79.0,2598,21,223,2589,76.0,238.0,24,1.0
77.0,2.0,2023,21.0,4698,34,393,4698,76.0,238.0,25,1.0
289.0,2.0,2012,41.0,3178,16,272,3178,76.0,225.0,27,2.0
276.0,2.0,2016,34.0,4491,35,370,4494,72.0,184.0,22,0.0
284.0,2.0,2017,37.0,3226,19,285,3226,72.0,184.0,23,1.0
489.0,2.0,2018,74.0,4595,42,432,4595,72.0,184.0,24,2.0
179.0,1.0,2019,28.0,3314,24,307,3314,72.0,184.0,25,2.0
301.0,1.0,2021,43.0,3745,23,359,3745,72.0,184.0,27,1.0
199.0,3.0,2015,31.0,3493,21,310,3493,75.0,205.0,23,1.0
530.0,1.0,2016,69.0,3914,20,365,3925,75.0,205.0,24,0.0
175.0,1.0,2017,16.0,4326,26,363,4326,75.0,205.0,25,0.0
334.0,2.0,2018,52.0,5126,52,385,5126,75.0,205.0,26,5.0
777.0,2.0,2019,93.0,4023,26,364,4022,75.0,205.0,27,5.0
471.0,1.0,2020,63.0,3955,25,387,3955,75.0,205.0,28,2.0
323.0,1.0,2021,37.0,3630,21,354,3630,75.0,205.0,29,2.0
46.0,2.0,2022,7.0,3227,19,285,3227,75.0,205.0,30,0.0
69.0,3.0,2023,6.0,4577,34,336,4577,75.0,205.0,31,0.0
353.0,2.0,2015,54.0,4449,25,426,4439,72.0,203.0,26,1.0
525.0,2.0,2017,55.0,4607,27,378,4613,73.0,209.0,21,1.0
844.0,2.0,2018,97.0,5358,40,408,5358,73.0,209.0,22,7.0
1335.0,1.0,2019,122.0,5127,40,382,5127,73.0,209.0,23,9.0
840.0,1.0,2020,84.0,4776,44,410,4776,73.0,209.0,24,7.0
1103.0,1.0,2021,127.0,5383,45,492,5383,73.0,209.0,25,6.0
1021.0,1.0,2022,145.0,4746,26,499,4732,73.0,209.0,26,3.0
1026.0,1.0,2023,131.0,4044,28,364,4044,73.0,209.0,27,2.0
6.0,3.0,2015,3.0,4812,38,404,4812,71.0,185.0,22,0.0
133.0,2.0,2016,21.0,3166,21,287,3166,71.0,185.0,23,0.0
83.0,3.0,2013,17.0,3373,19,299,3373,73.0,210.0,25,0.0
433.0,3.0,2014,61.0,3856,25,363,3863,73.0,210.0,26,4.0
450.0,2.0,2015,59.0,3600,25,295,3600,73.0,210.0,27,2.0
680.0,1.0,2016,58.0,4456,32,368,4456,73.0,210.0,28,4.0
439.0,1.0,2017,59.0,4619,34,389,4619,73.0,210.0,29,5.0
532.0,1.0,2018,55.0,4405,29,378,4405,73.0,210.0,30,3.0
67.0,2.0,2019,15.0,4134,18,382,4134,73.0,210.0,31,0.0
118.0,1.0,2020,26.0,3115,19,292,3115,73.0,210.0,32,1.0
41.0,3.0,2021,8.0,3437,32,293,3437,73.0,210.0,33,1.0
0.0,3.0,2018,1.0,3844,24,375,3844,75.0,205.0,22,0.0
60.0,2.0,2019,10.0,4187,29,344,4187,75.0,205.0,23,0.0
46.0,2.0,2016,16.0,4343,20,439,4343,73.0,200.0,23,0.0
248.0,2.0,2017,38.0,3235,22,363,3235,73.0,200.0,24,5.0
196.0,2.0,2018,25.0,3708,19,334,3718,73.0,200.0,25,1.0
21.0,2.0,2019,5.0,3350,37,289,3350,73.0,200.0,26,0.0
227.0,2.0,2021,22.0,3630,21,354,3630,73.0,200.0,28,2.0
548.0,2.0,2022,74.0,3642,26,352,3642,73.0,200.0,29,2.0
424.0,2.0,2023,35.0,3512,16,304,3512,73.0,200.0,30,0.0
1044.0,3.0,2022,120.0,3969,27,338,3969,72.0,187.0,22,5.0
1125.0,1.0,2023,139.0,4225,30,406,4225,72.0,187.0,23,5.0
84.0,2.0,2017,6.0,3644,31,299,3644,72.0,175.0,23,0.0
91.0,3.0,2019,25.0,5049,32,459,5049,73.0,181.0,23,0.0
141.0,2.0,2020,18.0,4620,27,408,4620,73.0,181.0,24,0.0
25.0,2.0,2021,9.0,3987,23,377,3988,73.0,181.0,25,0.0
590.0,2.0,2018,69.0,2884,19,283,2884,71.0,200.0,22,3.0
710.0,1.0,2019,108.0,3797,23,355,3797,71.0,200.0,23,3.0
621.0,1.0,2020,79.0,4102,30,387,4102,71.0,200.0,24,6.0
998.0,1.0,2021,103.0,4619,28,415,4603,71.0,200.0,25,5.0
1093.0,2.0,2022,134.0,4148,25,394,4151,71.0,200.0,26,8.0
787.0,1.0,2023,85.0,4377,23,412,4377,71.0,200.0,27,3.0
611.0,2.0,2022,66.0,3890,28,364,3896,76.0,208.0,23,7.0
422.0,1.0,2023,53.0,4210,32,374,4210,76.0,208.0,24,5.0
234.0,3.0,2016,28.0,4377,33,381,4377,74.0,201.0,26,2.0
8.0,3.0,2017,6.0,3644,31,299,3644,74.0,201.0,27,0.0
200.0,3.0,2016,27.0,4206,18,364,4206,75.0,205.0,22,0.0
0.0,2.0,2017,4.0,3386,26,304,3378,75.0,205.0,23,0.0
162.0,3.0,2018,29.0,3569,28,331,3569,75.0,205.0,24,1.0
28.0,3.0,2019,5.0,4070,34,376,4064,75.0,205.0,25,0.0
13.0,2.0,2019,2.0,3956,29,297,3956,76.0,220.0,26,0.0
12.0,2.0,2020,1.0,3826,34,316,3826,76.0,220.0,27,0.0
54.0,2.0,2022,5.0,3227,19,285,3227,76.0,220.0,29,0.0
23.0,2.0,2014,4.0,4779,41,399,4779,73.0,222.0,22,0.0
59.0,2.0,2015,11.0,4216,22,368,4216,73.0,222.0,23,1.0
76.0,2.0,2016,15.0,3914,21,339,3914,73.0,222.0,24,0.0
289.0,2.0,2017,32.0,3668,22,332,3668,73.0,222.0,25,2.0
190.0,2.0,2018,16.0,4405,24,382,4405,73.0,222.0,26,1.0
300.0,2.0,2019,42.0,4070,34,376,4064,73.0,222.0,27,2.0
10.0,2.0,2023,1.0,4167,23,371,4167,74.0,205.0,27,0.0
33.0,2.0,2021,6.0,4017,24,425,4005,75.0,215.0,23,0.0
128.0,3.0,2012,24.0,4992,32,434,4992,68.0,174.0,23,0.0
368.0,2.0,2013,54.0,4226,33,375,4226,68.0,174.0,24,2.0
420.0,2.0,2014,49.0,4008,38,328,4008,68.0,174.0,25,4.0
536.0,1.0,2015,75.0,3677,21,334,3677,68.0,174.0,26,6.0
833.0,2.0,2016,98.0,3799,25,325,3799,68.0,174.0,27,5.0
314.0,1.0,2017,63.0,3326,27,309,3308,68.0,174.0,28,5.0
672.0,1.0,2018,87.0,3885,23,356,3885,68.0,174.0,29,3.0
782.0,1.0,2019,108.0,3476,22,299,3476,68.0,174.0,30,7.0
967.0,1.0,2020,108.0,4786,40,410,4786,68.0,174.0,31,4.0
695.0,1.0,2021,113.0,4450,36,415,4450,68.0,174.0,32,1.0
35.0,2.0,2022,7.0,4291,35,361,4291,68.0,174.0,33,0.0
274.0,2.0,2020,33.0,3955,25,387,3955,78.0,222.0,23,2.0
105.0,3.0,2021,21.0,3463,18,351,3463,78.0,222.0,24,1.0
11.0,3.0,2023,1.0,3421,23,321,3421,78.0,222.0,26,0.0
3.0,3.0,2023,2.0,3512,16,304,3512,75.0,212.0,24,0.0
882.0,2.0,2017,94.0,4023,29,320,4019,74.0,207.0,24,5.0
566.0,1.0,2018,55.0,4730,33,368,4730,74.0,207.0,25,6.0
1161.0,1.0,2019,135.0,4669,26,397,4669,74.0,207.0,26,10.0
978.0,1.0,2020,124.0,4183,22,392,4179,74.0,207.0,27,4.0
1949.0,1.0,2021,192.0,4893,45,406,4893,74.0,207.0,28,17.0
812.0,2.0,2022,98.0,3506,19,347,3506,74.0,207.0,29,8.0
739.0,1.0,2023,97.0,4300,27,361,4298,74.0,207.0,30,6.0
296.0,2.0,2014,36.0,3828,24,327,3820,71.0,190.0,23,2.0
447.0,2.0,2015,54.0,3873,35,300,3873,71.0,190.0,24,4.0
271.0,2.0,2016,54.0,3962,25,306,3957,71.0,190.0,25,1.0
413.0,2.0,2016,73.0,3693,17,338,3693,71.0,185.0,22,3.0
305.0,1.0,2017,58.0,3537,19,312,3537,71.0,185.0,23,2.0
71.0,2.0,2018,8.0,4405,24,382,4405,71.0,185.0,24,0.0
375.0,1.0,2017,65.0,3394,17,306,3394,75.0,209.0,22,0.0
891.0,1.0,2018,112.0,3255,17,293,3255,75.0,209.0,23,4.0
601.0,1.0,2019,69.0,3956,29,297,3956,75.0,209.0,24,2.0
984.0,1.0,2020,92.0,3826,34,316,3826,75.0,209.0,25,5.0
492.0,1.0,2021,59.0,3959,20,357,3919,75.0,209.0,26,4.0
536.0,1.0,2022,64.0,4040,15,357,4047,75.0,209.0,27,2.0
52.0,2.0,2014,8.0,4470,33,383,4470,76.0,214.0,23,1.0
715.0,2.0,2018,85.0,3930,19,367,3928,76.0,216.0,23,4.0
1112.0,1.0,2019,124.0,3401,17,312,3401,76.0,216.0,24,6.0
66.0,1.0,2020,6.0,3673,24,317,3673,76.0,216.0,25,0.0
778.0,1.0,2021,100.0,3856,21,354,3856,76.0,216.0,26,2.0
829.0,1.0,2022,109.0,4007,20,345,4007,76.0,216.0,27,2.0
772.0,1.0,2023,91.0,3566,29,337,3566,76.0,216.0,28,10.0
115.0,2.0,2017,26.0,3319,23,293,3319,71.0,195.0,21,0.0
494.0,2.0,2018,65.0,4071,29,378,4071,71.0,195.0,22,5.0
627.0,1.0,2019,105.0,4134,18,382,4134,71.0,195.0,23,6.0
854.0,2.0,2020,97.0,4129,16,373,4123,71.0,195.0,24,3.0
27.0,1.0,2021,9.0,3746,23,356,3746,71.0,195.0,25,0.0
656.0,1.0,2022,93.0,3783,26,344,3783,71.0,195.0,26,4.0
613.0,1.0,2023,91.0,4174,29,407,4174,71.0,195.0,27,4.0
3.0,3.0,2019,1.0,5127,40,382,5127,71.0,178.0,26,0.0
0.0,3.0,2020,3.0,4776,44,410,4776,71.0,178.0,27,0.0
212.0,3.0,2021,12.0,5383,45,492,5383,71.0,178.0,28,2.0
64.0,2.0,2021,20.0,3815,31,324,3815,69.0,190.0,24,1.0
58.0,2.0,2022,13.0,4282,31,399,4282,69.0,190.0,25,0.0
0.0,2.0,2023,1.0,4167,23,371,4167,69.0,190.0,26,0.0
174.0,2.0,2018,32.0,3431,16,329,3423,75.0,200.0,22,0.0
1010.0,1.0,2019,120.0,4023,26,364,4022,75.0,200.0,23,8.0
706.0,1.0,2020,94.0,3955,25,387,3955,75.0,200.0,24,5.0
154.0,1.0,2021,23.0,3674,14,361,3674,75.0,200.0,25,2.0
502.0,1.0,2022,52.0,4444,32,383,4430,75.0,200.0,26,3.0
525.0,1.0,2023,66.0,3245,17,350,3245,75.0,200.0,27,5.0
36.0,3.0,2021,6.0,3959,20,357,3919,73.0,201.0,25,0.0
56.0,2.0,2023,8.0,3882,19,355,3882,73.0,201.0,27,1.0
788.0,2.0,2018,82.0,4071,29,378,4071,71.0,210.0,21,2.0
1175.0,1.0,2019,136.0,4134,18,382,4134,71.0,210.0,22,4.0
1193.0,1.0,2020,118.0,4129,16,373,4123,71.0,210.0,23,4.0
1159.0,1.0,2021,164.0,3573,16,348,3573,71.0,210.0,24,4.0
892.0,1.0,2022,118.0,3246,18,267,3226,71.0,210.0,25,7.0
1364.0,1.0,2023,138.0,3421,23,321,3421,71.0,210.0,26,8.0
0.0,2.0,2022,1.0,4182,31,359,4182,69.0,205.0,25,0.0
902.0,1.0,2019,102.0,4110,35,341,4110,76.0,235.0,22,8.0
1303.0,1.0,2020,129.0,4245,41,388,4245,76.0,235.0,23,10.0
967.0,1.0,2021,129.0,3815,31,324,3815,76.0,235.0,24,12.0
1048.0,1.0,2022,142.0,4282,31,399,4282,76.0,235.0,25,6.0
1114.0,1.0,2023,119.0,4167,23,371,4167,76.0,235.0,26,8.0
22.0,3.0,2019,3.0,4070,34,376,4064,72.0,205.0,24,0.0
192.0,2.0,2013,23.0,3952,25,350,3952,75.0,215.0,22,2.0
243.0,2.0,2018,46.0,3930,19,367,3928,73.0,206.0,23,2.0
297.0,2.0,2019,52.0,3401,17,312,3401,73.0,206.0,24,1.0
293.0,2.0,2020,44.0,3673,24,317,3673,73.0,206.0,25,2.0
324.0,2.0,2012,45.0,3577,22,318,3585,73.0,200.0,24,2.0
178.0,2.0,2013,23.0,3710,24,328,3710,73.0,200.0,25,0.0
16.0,1.0,2016,1.0,3962,25,306,3957,69.0,175.0,23,0.0
105.0,2.0,2017,17.0,3319,23,293,3319,69.0,175.0,24,2.0
8.0,2.0,2018,2.0,4071,29,378,4071,69.0,175.0,25,0.0
359.0,2.0,2019,46.0,3797,23,355,3797,69.0,175.0,26,1.0
604.0,2.0,2020,77.0,3124,14,283,3124,69.0,175.0,27,1.0
331.0,2.0,2021,39.0,3635,18,332,3635,69.0,175.0,28,1.0
268.0,2.0,2022,23.0,2927,17,257,2927,69.0,175.0,29,2.0
144.0,2.0,2018,21.0,4261,31,353,4261,74.0,200.0,23,0.0
200.0,3.0,2019,24.0,3847,23,318,3847,74.0,200.0,24,1.0
63.0,2.0,2020,10.0,3336,13,321,3336,74.0,200.0,25,0.0
82.0,2.0,2019,16.0,3994,23,356,3994,75.0,204.0,22,0.0
0.0,3.0,2016,2.0,4139,21,347,4139,70.0,185.0,23,0.0
633.0,1.0,2013,83.0,4343,26,380,4343,71.0,185.0,28,2.0
200.0,2.0,2014,42.0,4291,36,392,4291,71.0,185.0,29,1.0
648.0,1.0,2015,87.0,4812,38,404,4812,71.0,185.0,30,4.0
243.0,1.0,2016,29.0,4456,32,368,4456,71.0,185.0,31,4.0
659.0,2.0,2017,86.0,4619,34,389,4619,71.0,185.0,32,2.0
575.0,1.0,2018,79.0,3309,29,292,3254,71.0,185.0,33,1.0
678.0,1.0,2019,97.0,4187,29,344,4187,71.0,185.0,34,2.0
602.0,1.0,2020,69.0,4397,30,374,4397,71.0,185.0,35,1.0
250.0,2.0,2021,39.0,3630,21,354,3630,71.0,185.0,36,3.0
10.0,2.0,2022,7.0,4049,30,338,4049,72.0,200.0,23,0.0
467.0,2.0,2018,45.0,4247,30,331,4247,73.0,195.0,23,5.0
109.0,2.0,2019,24.0,4029,30,331,4029,73.0,195.0,24,2.0
76.0,2.0,2020,6.0,4320,28,371,4317,73.0,195.0,25,1.0
87.0,2.0,2021,16.0,3463,18,351,3463,73.0,195.0,26,1.0
245.0,2.0,2022,42.0,2598,21,223,2589,73.0,195.0,27,3.0
24.0,3.0,2022,2.0,4282,31,399,4282,74.0,224.0,23,0.0
117.0,3.0,2015,21.0,4156,22,371,4156,70.0,180.0,23,0.0
101.0,2.0,2018,15.0,3255,17,293,3255,70.0,180.0,26,0.0
17.0,2.0,2019,5.0,3956,29,297,3956,70.0,180.0,27,0.0
746.0,2.0,2019,85.0,4070,34,376,4064,73.0,198.0,22,8.0
751.0,2.0,2020,96.0,3336,13,321,3336,73.0,198.0,23,3.0
339.0,2.0,2021,58.0,3463,18,351,3463,73.0,198.0,24,2.0
724.0,2.0,2022,71.0,3431,17,346,3431,73.0,198.0,25,2.0
770.0,2.0,2023,79.0,3351,17,338,3351,73.0,198.0,26,4.0
633.0,2.0,2020,99.0,3925,28,402,3925,71.0,177.0,23,4.0
1055.0,1.0,2021,141.0,3635,18,332,3635,71.0,177.0,24,5.0
493.0,1.0,2022,62.0,2598,21,223,2589,71.0,177.0,25,2.0
414.0,1.0,2023,61.0,3421,23,321,3421,71.0,177.0,26,2.0
311.0,1.0,2013,66.0,3952,25,350,3952,74.0,210.0,26,1.0
33.0,3.0,2014,5.0,4997,33,411,5013,74.0,210.0,27,0.0
314.0,2.0,2015,40.0,4822,26,391,4832,74.0,210.0,28,2.0
114.0,2.0,2016,19.0,4377,33,381,4377,74.0,210.0,29,2.0
47.0,2.0,2017,3.0,4534,31,384,4534,74.0,210.0,30,0.0
9.0,3.0,2018,2.0,5174,36,459,5131,74.0,210.0,31,0.0
1.0,2.0,2019,2.0,4017,26,356,4017,71.0,186.0,24,0.0
46.0,2.0,2020,8.0,4299,49,372,4299,71.0,186.0,25,0.0
8.0,2.0,2018,2.0,3287,19,311,3283,72.0,180.0,23,0.0
23.0,2.0,2020,3.0,4186,25,371,4186,74.0,210.0,25,0.0
446.0,2.0,2014,66.0,4447,38,349,4447,73.0,215.0,22,3.0
495.0,1.0,2015,95.0,3825,34,348,3853,73.0,215.0,23,1.0
999.0,2.0,2016,123.0,4445,41,403,4445,73.0,215.0,24,12.0
885.0,2.0,2017,118.0,3532,27,352,3532,73.0,215.0,25,10.0
1388.0,1.0,2018,170.0,4629,26,392,4629,73.0,215.0,26,13.0
999.0,1.0,2019,128.0,4017,26,356,4017,73.0,215.0,27,5.0
1374.0,1.0,2020,149.0,4299,49,372,4299,73.0,215.0,28,19.0
1553.0,1.0,2021,169.0,4526,39,402,4526,73.0,215.0,29,11.0
1516.0,1.0,2022,181.0,4182,31,359,4182,73.0,215.0,30,15.0
1149.0,1.0,2023,175.0,3666,21,348,3661,73.0,215.0,31,9.0
214.0,2.0,2022,35.0,3710,19,335,3710,73.0,212.0,22,0.0
167.0,2.0,2023,23.0,4011,29,355,4011,73.0,212.0,23,3.0
445.0,2.0,2018,53.0,3448,37,280,3448,72.0,220.0,23,6.0
301.0,2.0,2019,34.0,4110,35,341,4110,72.0,220.0,24,2.0
417.0,2.0,2020,47.0,4245,41,388,4245,72.0,220.0,25,6.0
0.0,3.0,2021,2.0,3856,21,354,3856,72.0,220.0,26,0.0
31.0,2.0,2012,5.0,3430,26,309,3430,77.0,215.0,26,1.0
423.0,2.0,2013,61.0,3270,19,266,3270,77.0,215.0,27,4.0
65.0,2.0,2014,17.0,3206,19,287,3206,77.0,215.0,28,0.0
106.0,2.0,2022,17.0,3431,17,346,3431,75.0,211.0,26,0.0
17.0,3.0,2021,3.0,3630,21,354,3630,71.0,195.0,25,0.0
778.0,2.0,2012,105.0,3425,15,293,3425,70.0,195.0,27,1.0
364.0,2.0,2013,87.0,4372,29,379,4372,70.0,195.0,28,2.0
83.0,2.0,2021,14.0,3746,23,356,3746,73.0,200.0,22,0.0
37.0,2.0,2022,7.0,3783,26,344,3783,73.0,200.0,23,1.0
140.0,1.0,2015,24.0,3493,21,310,3493,68.0,176.0,22,1.0
35.0,2.0,2016,9.0,3914,20,365,3925,68.0,176.0,23,0.0
143.0,2.0,2017,16.0,4326,26,363,4326,68.0,176.0,24,2.0
29.0,2.0,2018,5.0,5126,52,385,5126,68.0,176.0,25,1.0
6.0,2.0,2019,2.0,3350,37,289,3350,68.0,176.0,26,0.0
216.0,1.0,2018,25.0,4165,26,345,4165,68.0,190.0,25,0.0
162.0,1.0,2019,14.0,4083,28,355,4083,68.0,190.0,26,0.0
8.0,2.0,2020,2.0,4843,34,383,4821,68.0,190.0,27,0.0
296.0,1.0,2021,44.0,3746,23,356,3746,68.0,190.0,28,3.0
538.0,1.0,2022,65.0,4791,27,485,4777,68.0,190.0,29,3.0
39.0,1.0,2023,7.0,3666,21,348,3661,68.0,190.0,30,0.0
802.0,2.0,2013,91.0,4183,25,371,4183,73.0,212.0,21,3.0
1210.0,1.0,2014,127.0,3460,24,295,3460,73.0,212.0,22,7.0
1523.0,1.0,2015,193.0,4079,31,358,4079,73.0,212.0,23,11.0
943.0,1.0,2016,151.0,3418,16,347,3432,73.0,212.0,24,4.0
1378.0,1.0,2017,174.0,3644,31,299,3644,73.0,212.0,25,14.0
1572.0,1.0,2018,163.0,4165,26,345,4165,73.0,212.0,26,11.0
1167.0,1.0,2019,151.0,4083,28,355,4083,73.0,212.0,27,7.0
1407.0,1.0,2020,161.0,4102,30,387,4102,73.0,212.0,28,6.0
572.0,1.0,2021,64.0,4619,28,415,4603,73.0,212.0,29,8.0
717.0,1.0,2022,98.0,3966,19,433,3966,73.0,212.0,30,4.0
1057.0,1.0,2023,137.0,3512,16,304,3512,73.0,212.0,31,7.0
18.0,2.0,2015,2.0,3646,18,322,3646,72.0,195.0,24,0.0
24.0,3.0,2017,7.0,3644,31,299,3644,72.0,195.0,26,0.0
51.0,2.0,2019,9.0,4134,18,382,4134,72.0,195.0,28,0.0
700.0,1.0,2012,88.0,4075,23,367,4060,70.0,175.0,26,3.0
1332.0,1.0,2013,126.0,4406,33,310,4408,70.0,175.0,27,9.0
1169.0,2.0,2014,95.0,4461,22,364,4461,70.0,175.0,28,6.0
528.0,1.0,2015,49.0,4294,32,386,4294,70.0,175.0,29,4.0
1005.0,1.0,2016,100.0,4948,28,407,4946,70.0,175.0,30,5.0
668.0,1.0,2017,92.0,4607,27,378,4613,70.0,175.0,31,3.0
774.0,2.0,2018,74.0,5358,40,408,5358,70.0,175.0,32,5.0
159.0,2.0,2019,10.0,4063,27,391,4063,70.0,175.0,33,2.0
236.0,2.0,2020,26.0,3728,23,334,3728,70.0,175.0,34,1.0
454.0,2.0,2021,34.0,4893,45,406,4893,70.0,175.0,35,2.0
153.0,2.0,2022,17.0,3202,20,300,3202,70.0,175.0,36,0.0
494.0,2.0,2015,51.0,4231,26,365,4231,75.0,218.0,22,3.0
744.0,1.0,2016,87.0,3716,28,316,3716,75.0,218.0,23,4.0
670.0,1.0,2017,97.0,3792,27,373,3792,75.0,218.0,24,2.0
306.0,1.0,2018,47.0,3309,29,292,3254,75.0,218.0,25,1.0
1202.0,1.0,2019,128.0,4117,24,371,4117,75.0,218.0,26,10.0
793.0,1.0,2020,104.0,3937,25,370,3937,75.0,218.0,27,5.0
515.0,1.0,2021,73.0,3936,22,404,3936,75.0,218.0,28,2.0
539.0,2.0,2022,47.0,3815,20,358,3815,75.0,218.0,29,3.0
394.0,1.0,2023,55.0,3392,21,351,3389,75.0,218.0,30,0.0
87.0,3.0,2012,14.0,4046,22,354,4046,73.0,214.0,22,0.0
155.0,2.0,2013,25.0,4183,25,371,4183,73.0,214.0,23,0.0
30.0,3.0,2014,1.0,3460,24,295,3460,73.0,214.0,24,0.0
918.0,2.0,2021,105.0,3585,21,307,3585,72.0,170.0,23,6.0
1210.0,1.0,2022,137.0,4364,28,350,4378,72.0,170.0,24,7.0
1066.0,1.0,2023,113.0,4067,26,369,4067,72.0,170.0,25,7.0
339.0,2.0,2017,51.0,3716,22,316,3716,72.0,178.0,24,1.0
715.0,2.0,2018,103.0,3431,16,329,3423,72.0,178.0,25,5.0
665.0,1.0,2019,103.0,4023,26,364,4022,72.0,178.0,26,3.0
4.0,2.0,2020,1.0,3955,25,387,3955,72.0,178.0,27,0.0
68.0,2.0,2021,15.0,4450,34,398,4450,72.0,178.0,28,0.0
804.0,2.0,2019,82.0,4029,30,331,4029,72.0,215.0,23,3.0
391.0,1.0,2020,44.0,4320,28,371,4317,72.0,215.0,24,1.0
1397.0,1.0,2021,121.0,4437,26,343,4429,72.0,215.0,25,6.0
632.0,1.0,2022,94.0,4049,30,338,4049,72.0,215.0,26,2.0
892.0,1.0,2023,89.0,4577,34,336,4577,72.0,215.0,27,7.0
145.0,2.0,2012,29.0,4844,35,402,4844,69.0,195.0,33,0.0
53.0,3.0,2016,13.0,4377,33,381,4377,71.0,190.0,22,1.0
212.0,2.0,2017,39.0,4326,26,363,4326,73.0,202.0,23,0.0
288.0,2.0,2018,33.0,5126,52,385,5126,73.0,202.0,24,4.0
449.0,2.0,2019,55.0,4690,30,378,4667,73.0,202.0,25,4.0
466.0,2.0,2020,59.0,5005,40,420,5005,73.0,202.0,26,3.0
264.0,2.0,2021,41.0,4937,38,448,4928,73.0,202.0,27,3.0
458.0,1.0,2022,75.0,3202,20,300,3202,73.0,202.0,28,2.0
371.0,2.0,2023,39.0,4300,27,361,4298,73.0,202.0,29,4.0
561.0,2.0,2023,79.0,3392,21,351,3389,68.0,192.0,23,0.0
1430.0,1.0,2012,141.0,4671,39,402,4664,75.0,225.0,25,10.0
1430.0,1.0,2013,143.0,5572,57,461,5572,75.0,225.0,26,15.0
1621.0,1.0,2014,185.0,4779,41,399,4779,75.0,225.0,27,12.0
1304.0,1.0,2015,177.0,4216,22,368,4216,75.0,225.0,28,7.0
1085.0,1.0,2016,145.0,3914,21,339,3914,75.0,225.0,29,5.0
949.0,1.0,2017,142.0,3668,22,332,3668,75.0,225.0,30,6.0
677.0,1.0,2018,90.0,3930,19,367,3928,75.0,225.0,31,5.0
433.0,1.0,2019,58.0,3443,21,323,3455,75.0,225.0,32,1.0
16.0,3.0,2022,6.0,3911,31,355,3911,73.0,198.0,23,0.0
359.0,2.0,2020,45.0,3115,19,292,3115,75.0,207.0,23,0.0
133.0,2.0,2021,23.0,3959,20,357,3919,75.0,207.0,24,0.0
186.0,2.0,2022,25.0,4040,15,357,4047,75.0,207.0,25,0.0
124.0,2.0,2019,20.0,3314,24,307,3314,74.0,202.0,23,0.0
143.0,2.0,2018,15.0,3404,21,299,3404,72.0,186.0,21,0.0
48.0,2.0,2019,4.0,4063,27,391,4063,72.0,186.0,22,0.0
24.0,1.0,2019,6.0,4431,36,418,4431,66.0,170.0,22,0.0
186.0,2.0,2020,25.0,3945,28,370,3945,66.0,170.0,23,1.0
570.0,1.0,2021,59.0,3437,32,293,3437,66.0,170.0,24,5.0
13.0,2.0,2022,2.0,3969,27,338,3969,66.0,170.0,25,0.0
150.0,1.0,2023,21.0,4306,29,385,4306,66.0,170.0,26,1.0
51.0,2.0,2012,6.0,3996,25,334,3996,72.0,204.0,23,0.0
96.0,2.0,2013,19.0,3914,23,363,3908,72.0,204.0,24,1.0
81.0,2.0,2015,3.0,3843,25,334,3843,72.0,204.0,26,0.0
249.0,2.0,2016,36.0,4139,21,347,4139,72.0,204.0,27,2.0
555.0,2.0,2017,69.0,3065,18,288,3065,72.0,204.0,28,2.0
161.0,2.0,2018,30.0,3885,23,356,3885,72.0,204.0,29,0.0
66.0,1.0,2023,17.0,4312,27,409,4295,68.0,165.0,23,0.0
61.0,3.0,2018,5.0,4261,31,353,4261,76.0,207.0,24,0.0
83.0,1.0,2023,25.0,4044,28,364,4044,68.0,155.0,24,1.0
316.0,1.0,2012,47.0,5187,46,423,5187,71.0,200.0,30,1.0
182.0,3.0,2012,22.0,2935,19,300,2935,74.0,201.0,28,0.0
201.0,2.0,2020,26.0,2919,29,257,2919,71.0,202.0,23,0.0
272.0,1.0,2021,47.0,4267,24,396,4267,71.0,202.0,24,2.0
407.0,1.0,2022,49.0,3202,20,300,3202,71.0,202.0,25,3.0
18.0,2.0,2023,9.0,3881,28,328,3881,71.0,202.0,26,0.0
242.0,1.0,2012,40.0,3298,23,287,3298,71.0,190.0,30,1.0
504.0,1.0,2014,59.0,4758,33,418,4758,71.0,190.0,32,2.0
115.0,2.0,2015,28.0,4170,34,362,4170,73.0,205.0,23,1.0
20.0,2.0,2016,3.0,3645,19,311,3641,73.0,205.0,24,0.0
113.0,2.0,2019,9.0,4902,30,388,4902,73.0,205.0,27,1.0
18.0,3.0,2014,7.0,4008,38,328,4008,75.0,200.0,23,0.0
114.0,2.0,2015,13.0,3677,21,334,3677,75.0,200.0,24,1.0
