receiving_yards,depth,season,targets,team_passing_yards,team_pass_td,team_receptions,team_receiving_yards,height,weight,age,reception_td
20.0,3.0,2016,6.0,4491,35,370,4494,75.0,200.0,25,0.0
1373.0,1.0,2012,138.0,4992,32,434,4992,74.0,220.0,24,13.0
1233.0,2.0,2013,162.0,4226,33,375,4226,74.0,220.0,25,13.0
1320.0,2.0,2014,137.0,4008,38,328,4008,74.0,220.0,26,17.0
401.0,1.0,2015,72.0,3677,21,334,3677,74.0,220.0,27,3.0
796.0,1.0,2016,98.0,3799,25,325,3799,74.0,220.0,28,8.0
838.0,1.0,2017,132.0,3326,27,309,3308,74.0,220.0,29,7.0
47.0,3.0,2020,11.0,2919,29,257,2919,74.0,220.0,32,2.0
49.0,2.0,2021,8.0,3745,23,359,3745,74.0,208.0,24,1.0
22.0,3.0,2012,5.0,3666,24,291,3666,74.0,210.0,23,0.0
21.0,2.0,2021,4.0,3588,28,324,3578,76.0,225.0,23,1.0
24.0,3.0,2022,6.0,3855,22,398,3854,76.0,225.0,24,0.0
684.0,2.0,2019,92.0,3214,18,315,3210,70.0,183.0,23,5.0
923.0,1.0,2020,144.0,4129,36,428,4115,70.0,183.0,24,7.0
1163.0,1.0,2021,173.0,4017,24,425,4005,70.0,183.0,25,8.0
876.0,1.0,2022,149.0,3661,13,364,3671,70.0,183.0,26,1.0
710.0,1.0,2023,87.0,3421,13,323,3414,70.0,183.0,27,5.0
31.0,1.0,2019,8.0,3401,17,312,3401,68.0,170.0,27,0.0
26.0,1.0,2020,6.0,3673,24,317,3673,68.0,170.0,28,0.0
-3.0,1.0,2021,4.0,3856,21,354,3856,68.0,170.0,29,0.0
567.0,2.0,2012,59.0,3967,28,323,3967,74.0,205.0,28,2.0
55.0,2.0,2013,9.0,3379,24,292,3379,74.0,205.0,29,1.0
77.0,2.0,2012,13.0,4342,40,374,4342,72.0,194.0,37,2.0
443.0,1.0,2012,67.0,3430,26,309,3430,72.0,208.0,25,4.0
781.0,1.0,2012,126.0,4374,26,339,4374,71.0,200.0,28,3.0
596.0,1.0,2013,72.0,3561,24,333,3561,71.0,200.0,29,2.0
176.0,1.0,2014,26.0,3428,19,320,3428,71.0,200.0,30,0.0
306.0,2.0,2020,21.0,3701,28,315,3701,74.0,204.0,21,2.0
597.0,2.0,2021,59.0,3619,22,320,3606,74.0,204.0,22,3.0
839.0,1.0,2022,96.0,3710,19,335,3710,74.0,204.0,23,3.0
155.0,1.0,2023,25.0,4011,29,355,4011,74.0,204.0,24,0.0
581.0,2.0,2023,58.0,4210,32,374,4210,73.0,206.0,22,4.0
444.0,2.0,2014,49.0,5062,46,410,5062,74.0,216.0,21,3.0
733.0,2.0,2015,105.0,3928,27,355,3928,74.0,216.0,22,6.0
307.0,1.0,2016,56.0,4491,35,370,4494,74.0,216.0,23,7.0
391.0,1.0,2017,47.0,3226,19,285,3226,74.0,216.0,24,2.0
684.0,1.0,2018,89.0,3431,16,329,3423,74.0,216.0,25,3.0
18.0,2.0,2019,15.0,3214,18,315,3210,74.0,216.0,26,0.0
15.0,2.0,2020,2.0,3124,14,283,3124,74.0,216.0,27,0.0
132.0,2.0,2015,30.0,4042,25,312,4047,70.0,195.0,22,1.0
343.0,2.0,2017,44.0,3085,14,291,3086,75.0,205.0,28,1.0
304.0,2.0,2018,39.0,4595,42,432,4595,75.0,205.0,29,3.0
181.0,3.0,2019,21.0,4648,26,394,4648,75.0,205.0,30,0.0
163.0,1.0,2020,29.0,3796,17,389,3796,75.0,205.0,31,2.0
551.0,2.0,2015,68.0,3893,29,342,3893,77.0,237.0,22,4.0
392.0,1.0,2016,74.0,3798,16,380,3798,77.0,237.0,23,2.0
366.0,2.0,2012,50.0,3234,29,259,3228,70.0,192.0,24,3.0
778.0,1.0,2013,74.0,3508,27,267,3508,70.0,192.0,25,5.0
825.0,2.0,2014,98.0,3492,20,287,3492,70.0,192.0,26,3.0
1067.0,2.0,2015,103.0,4061,35,333,4063,70.0,192.0,27,14.0
1128.0,1.0,2016,126.0,4422,23,368,4422,70.0,192.0,28,7.0
993.0,1.0,2017,117.0,3979,35,340,3979,70.0,192.0,29,8.0
618.0,1.0,2018,73.0,3448,37,280,3448,70.0,192.0,30,5.0
868.0,1.0,2022,118.0,2927,17,257,2927,76.0,213.0,21,4.0
907.0,1.0,2023,112.0,3775,18,327,3775,76.0,213.0,22,3.0
801.0,1.0,2012,114.0,2937,13,273,2937,74.0,222.0,28,3.0
673.0,1.0,2013,103.0,3561,24,333,3561,74.0,222.0,29,5.0
754.0,1.0,2014,96.0,3428,19,320,3428,74.0,222.0,30,1.0
53.0,3.0,2015,13.0,4156,22,371,4156,74.0,222.0,31,0.0
224.0,2.0,2012,32.0,4992,32,434,4992,70.0,215.0,25,1.0
80.0,1.0,2013,14.0,4226,33,375,4226,70.0,215.0,26,2.0
116.0,1.0,2014,12.0,4008,38,328,4008,70.0,215.0,27,0.0
388.0,1.0,2015,57.0,4500,39,392,4508,70.0,215.0,28,5.0
13.0,1.0,2016,1.0,4027,27,377,4027,70.0,215.0,29,1.0
165.0,2.0,2021,25.0,3746,23,356,3746,72.0,195.0,22,0.0
143.0,2.0,2022,14.0,3783,26,344,3783,72.0,195.0,23,2.0
168.0,2.0,2023,23.0,4174,29,407,4174,72.0,195.0,24,1.0
375.0,2.0,2012,49.0,3298,23,287,3298,71.0,209.0,25,2.0
245.0,2.0,2013,44.0,4450,39,373,4450,71.0,209.0,26,5.0
207.0,2.0,2012,53.0,3383,17,337,3383,72.0,212.0,27,1.0
5.0,3.0,2021,1.0,3437,32,293,3437,72.0,190.0,25,0.0
238.0,2.0,2015,50.0,3843,25,334,3843,70.0,190.0,29,1.0
369.0,1.0,2016,43.0,4139,21,347,4139,70.0,190.0,30,2.0
594.0,2.0,2016,66.0,4377,33,381,4377,70.0,187.0,24,3.0
149.0,2.0,2017,36.0,4534,31,384,4534,70.0,187.0,25,1.0
81.0,3.0,2018,15.0,5174,36,459,5131,70.0,187.0,26,0.0
38.0,2.0,2023,4.0,4377,23,412,4377,76.0,215.0,25,0.0
538.0,1.0,2021,78.0,3959,20,357,3919,70.0,180.0,21,5.0
450.0,2.0,2022,65.0,4040,15,357,4047,70.0,180.0,22,1.0
640.0,1.0,2023,104.0,4011,29,355,4011,70.0,180.0,23,2.0
624.0,2.0,2012,74.0,4012,30,354,4010,71.0,180.0,25,2.0
780.0,2.0,2013,113.0,4306,30,377,4252,71.0,180.0,26,6.0
1406.0,1.0,2014,142.0,4779,41,399,4779,71.0,180.0,27,9.0
1135.0,1.0,2015,137.0,4216,22,368,4216,71.0,180.0,28,6.0
1032.0,1.0,2016,137.0,3914,21,339,3914,71.0,180.0,29,5.0
555.0,2.0,2017,92.0,3668,22,332,3668,71.0,180.0,30,2.0
866.0,1.0,2018,98.0,3930,19,367,3928,71.0,180.0,31,4.0
871.0,1.0,2019,98.0,4029,30,331,4029,71.0,180.0,32,5.0
726.0,1.0,2020,82.0,3945,28,370,3945,71.0,180.0,33,5.0
626.0,1.0,2021,73.0,4450,36,415,4450,71.0,180.0,34,4.0
328.0,2.0,2018,36.0,4629,26,392,4629,77.0,214.0,22,0.0
117.0,2.0,2020,13.0,4299,49,372,4299,77.0,214.0,24,1.0
98.0,2.0,2021,17.0,4526,39,402,4526,77.0,214.0,25,0.0
314.0,1.0,2022,38.0,2598,21,223,2589,77.0,214.0,26,1.0
62.0,2.0,2023,6.0,3421,23,321,3421,77.0,214.0,27,0.0
1071.0,1.0,2012,122.0,4671,39,402,4664,75.0,214.0,25,13.0
1288.0,2.0,2013,136.0,5572,57,461,5572,75.0,214.0,26,11.0
962.0,1.0,2014,115.0,3206,19,287,3206,75.0,214.0,27,5.0
1027.0,2.0,2015,132.0,4170,34,362,4170,75.0,214.0,28,12.0
194.0,1.0,2016,21.0,3645,19,311,3641,75.0,214.0,29,2.0
563.0,2.0,2017,83.0,3394,17,306,3394,75.0,214.0,30,1.0
3.0,3.0,2022,1.0,4765,32,368,4765,74.0,206.0,22,0.0
0.0,2.0,2023,1.0,4698,34,393,4698,74.0,206.0,23,0.0
14.0,3.0,2021,4.0,3987,23,377,3988,73.0,200.0,24,0.0
15.0,3.0,2022,1.0,2927,17,257,2927,73.0,200.0,25,0.0
21.0,3.0,2019,3.0,3401,17,312,3401,73.0,195.0,26,0.0
0.0,3.0,2014,1.0,4758,33,418,4758,72.0,195.0,23,0.0
142.0,2.0,2016,11.0,4165,31,355,4165,72.0,195.0,25,1.0
96.0,3.0,2017,6.0,4607,27,378,4613,72.0,195.0,26,0.0
0.0,3.0,2018,1.0,5358,40,408,5358,72.0,195.0,27,0.0
159.0,2.0,2020,21.0,4245,41,388,4245,72.0,199.0,22,2.0
343.0,2.0,2021,41.0,3815,31,324,3815,72.0,199.0,23,4.0
74.0,2.0,2022,6.0,4007,20,345,4007,72.0,199.0,24,1.0
599.0,2.0,2020,62.0,4786,40,410,4786,74.0,210.0,21,7.0
549.0,2.0,2021,63.0,4450,36,415,4450,74.0,210.0,22,6.0
836.0,1.0,2022,93.0,4291,35,361,4291,74.0,210.0,23,7.0
748.0,1.0,2023,82.0,4306,29,385,4306,74.0,210.0,24,7.0
1096.0,1.0,2022,147.0,4040,15,357,4047,72.0,183.0,22,4.0
1042.0,1.0,2023,168.0,3373,13,356,3373,72.0,183.0,23,4.0
22.0,3.0,2018,3.0,5126,52,385,5126,75.0,207.0,25,0.0
10.0,3.0,2020,2.0,5005,40,420,5005,75.0,207.0,27,0.0
803.0,1.0,2022,85.0,3661,13,364,3671,75.0,200.0,21,4.0
1147.0,1.0,2023,106.0,3421,13,323,3414,75.0,200.0,22,5.0
21.0,2.0,2015,3.0,4500,39,392,4508,75.0,211.0,23,0.0
0.0,3.0,2018,1.0,4316,34,348,4316,75.0,211.0,26,0.0
38.0,2.0,2019,3.0,4648,26,394,4648,75.0,211.0,27,0.0
202.0,3.0,2016,22.0,4445,41,403,4445,75.0,202.0,22,2.0
253.0,2.0,2017,39.0,3532,27,352,3532,75.0,202.0,23,0.0
303.0,1.0,2018,30.0,4629,26,392,4629,75.0,202.0,24,2.0
289.0,2.0,2019,56.0,4017,26,356,4017,75.0,202.0,25,2.0
0.0,3.0,2021,2.0,3884,25,396,3874,75.0,202.0,27,0.0
682.0,2.0,2012,67.0,3234,29,259,3228,71.0,191.0,24,7.0
898.0,1.0,2013,98.0,3508,27,267,3508,71.0,191.0,25,5.0
1331.0,2.0,2014,145.0,4284,22,365,4284,71.0,191.0,26,4.0
813.0,1.0,2015,129.0,4463,34,420,4463,71.0,191.0,27,6.0
1079.0,1.0,2016,136.0,4327,25,388,4327,71.0,191.0,28,4.0
1003.0,1.0,2017,120.0,4470,34,374,4470,71.0,191.0,29,7.0
791.0,1.0,2018,114.0,4524,30,422,4527,71.0,191.0,30,4.0
670.0,1.0,2019,85.0,4070,34,376,4064,71.0,191.0,31,6.0
388.0,1.0,2020,52.0,3336,13,321,3336,71.0,191.0,32,2.0
15.0,2.0,2021,3.0,4619,28,415,4603,67.0,175.0,23,0.0
467.0,2.0,2022,64.0,3966,19,433,3966,67.0,175.0,24,2.0
280.0,1.0,2023,41.0,3430,21,355,3430,67.0,175.0,25,2.0
366.0,2.0,2012,62.0,4342,40,374,4342,72.0,198.0,29,4.0
804.0,1.0,2013,106.0,3645,22,325,3645,72.0,198.0,30,5.0
742.0,1.0,2014,92.0,3566,19,322,3566,72.0,198.0,31,6.0
208.0,2.0,2015,36.0,4231,26,365,4231,72.0,198.0,32,2.0
641.0,1.0,2012,92.0,3668,18,328,3659,77.0,310.0,23,5.0
465.0,2.0,2013,99.0,4372,29,379,4372,77.0,310.0,24,3.0
69.0,3.0,2014,12.0,3551,22,323,3551,77.0,310.0,25,0.0
143.0,3.0,2013,13.0,3270,19,266,3270,74.0,210.0,25,0.0
167.0,2.0,2014,23.0,3206,19,287,3206,74.0,210.0,26,0.0
41.0,3.0,2015,5.0,3600,25,295,3600,74.0,210.0,27,0.0
89.0,2.0,2016,6.0,3250,17,286,3228,74.0,210.0,28,1.0
254.0,1.0,2019,40.0,4063,27,391,4063,71.0,190.0,24,1.0
421.0,1.0,2020,80.0,3728,23,334,3728,71.0,190.0,25,6.0
95.0,2.0,2021,11.0,3585,21,307,3585,71.0,190.0,26,3.0
34.0,2.0,2019,4.0,4153,29,378,4153,72.0,190.0,23,0.0
62.0,2.0,2020,5.0,3124,14,283,3124,72.0,190.0,24,1.0
31.0,2.0,2021,3.0,4098,28,364,4098,72.0,190.0,25,0.0
53.0,2.0,2022,7.0,3661,13,364,3671,72.0,190.0,26,0.0
0.0,2.0,2023,1.0,3421,13,323,3414,72.0,190.0,27,0.0
692.0,1.0,2012,100.0,3967,28,323,3967,73.0,208.0,24,3.0
896.0,1.0,2013,101.0,3875,22,325,3875,73.0,208.0,25,0.0
405.0,2.0,2014,68.0,5062,46,410,5062,73.0,208.0,26,5.0
54.0,3.0,2015,14.0,4500,39,392,4508,73.0,208.0,27,0.0
395.0,2.0,2012,59.0,4719,33,422,4719,72.0,183.0,28,2.0
1068.0,1.0,2013,132.0,4549,30,444,4548,72.0,183.0,29,4.0
558.0,2.0,2014,75.0,4758,33,418,4758,72.0,183.0,30,4.0
411.0,1.0,2015,72.0,3893,29,342,3893,72.0,183.0,31,2.0
210.0,3.0,2016,22.0,3720,33,307,3720,72.0,183.0,32,1.0
8.0,3.0,2017,3.0,3394,17,306,3394,72.0,183.0,33,0.0
452.0,2.0,2020,43.0,4383,31,369,4383,72.0,190.0,21,2.0
469.0,2.0,2021,36.0,4808,25,429,4808,72.0,190.0,22,2.0
656.0,1.0,2020,77.0,4383,31,369,4383,70.0,185.0,25,2.0
1038.0,1.0,2021,129.0,4808,25,429,4808,70.0,185.0,26,10.0
330.0,1.0,2022,51.0,4182,31,359,4182,70.0,185.0,27,3.0
255.0,2.0,2023,37.0,3666,21,348,3661,70.0,185.0,28,0.0
54.0,2.0,2017,9.0,3680,21,373,3680,71.0,198.0,23,1.0
116.0,2.0,2021,6.0,4450,34,398,4450,73.0,185.0,22,2.0
15.0,3.0,2022,4.0,2598,21,223,2589,73.0,185.0,23,0.0
51.0,2.0,2023,10.0,3245,17,350,3245,73.0,185.0,24,0.0
0.0,3.0,2023,1.0,3373,13,356,3373,76.0,219.0,26,0.0
0.0,2.0,2014,1.0,4779,41,399,4779,70.0,187.0,23,0.0
0.0,2.0,2018,1.0,3309,29,292,3254,74.0,194.0,22,0.0
244.0,2.0,2019,35.0,4117,24,371,4117,74.0,194.0,23,0.0
276.0,2.0,2020,44.0,3937,25,370,3937,74.0,194.0,24,0.0
161.0,2.0,2021,17.0,3936,22,404,3936,74.0,194.0,25,2.0
394.0,2.0,2022,49.0,3431,17,346,3431,75.0,200.0,24,4.0
230.0,1.0,2023,33.0,3351,17,338,3351,75.0,200.0,25,3.0
29.0,2.0,2017,13.0,3668,22,332,3668,67.0,173.0,22,0.0
179.0,2.0,2018,30.0,3052,19,270,3052,67.0,173.0,23,0.0
254.0,2.0,2019,39.0,3476,22,299,3476,67.0,173.0,24,1.0
282.0,2.0,2020,34.0,4786,40,410,4786,67.0,173.0,25,5.0
178.0,2.0,2021,26.0,4450,36,415,4450,67.0,173.0,26,1.0
423.0,1.0,2022,65.0,4291,35,361,4291,67.0,173.0,27,4.0
82.0,2.0,2023,14.0,3882,19,355,3882,67.0,173.0,28,0.0
197.0,2.0,2020,35.0,3796,17,389,3796,74.0,220.0,23,0.0
29.0,3.0,2020,2.0,3124,14,283,3124,72.0,190.0,23,0.0
34.0,2.0,2019,4.0,5127,40,382,5127,72.0,196.0,24,0.0
15.0,2.0,2018,3.0,4629,26,392,4629,75.0,205.0,23,0.0
169.0,2.0,2019,22.0,4063,27,391,4063,74.0,225.0,23,1.0
87.0,2.0,2020,9.0,3728,23,334,3728,74.0,225.0,24,0.0
36.0,2.0,2021,5.0,3585,21,307,3585,74.0,225.0,25,0.0
3.0,2.0,2018,1.0,4316,34,348,4316,70.0,174.0,26,0.0
299.0,2.0,2015,27.0,4775,36,353,4775,70.0,160.0,23,2.0
568.0,2.0,2016,75.0,4425,30,383,4425,70.0,160.0,24,6.0
508.0,2.0,2017,61.0,3979,25,339,3979,70.0,160.0,25,2.0
64.0,2.0,2018,19.0,2884,19,283,2884,70.0,160.0,26,1.0
60.0,1.0,2020,11.0,3701,28,315,3701,72.0,198.0,24,0.0
64.0,3.0,2021,4.0,3619,22,320,3606,72.0,198.0,25,0.0
1455.0,1.0,2021,128.0,4806,38,384,4806,72.0,201.0,21,14.0
1046.0,1.0,2022,134.0,4520,37,418,4520,72.0,201.0,22,10.0
1216.0,1.0,2023,145.0,4257,28,420,4257,72.0,201.0,23,7.0
68.0,3.0,2012,10.0,3425,15,293,3425,74.0,200.0,32,0.0
6.0,3.0,2022,1.0,3506,19,347,3506,77.0,211.0,25,0.0
406.0,1.0,2012,55.0,3996,25,334,3996,76.0,215.0,28,1.0
449.0,1.0,2013,67.0,3914,23,363,3908,76.0,215.0,29,2.0
131.0,2.0,2014,18.0,3986,27,344,3986,76.0,215.0,30,0.0
161.0,3.0,2015,24.0,4079,31,358,4079,74.0,220.0,21,3.0
131.0,2.0,2016,24.0,3418,16,347,3432,74.0,220.0,22,0.0
38.0,3.0,2017,4.0,3716,22,316,3716,74.0,220.0,23,1.0
43.0,2.0,2021,12.0,5383,45,492,5383,68.0,175.0,22,0.0
26.0,2.0,2022,2.0,4746,26,499,4732,68.0,175.0,23,0.0
525.0,2.0,2022,63.0,3783,26,344,3783,71.0,182.0,22,7.0
518.0,1.0,2023,83.0,4174,29,407,4174,71.0,182.0,23,7.0
196.0,3.0,2023,25.0,4167,23,371,4167,76.0,207.0,25,2.0
103.0,2.0,2018,11.0,4629,26,392,4629,76.0,209.0,26,1.0
219.0,2.0,2019,21.0,4017,26,356,4017,76.0,209.0,27,1.0
22.0,2.0,2020,1.0,4786,40,410,4786,76.0,209.0,28,1.0
28.0,2.0,2021,7.0,4450,36,415,4450,76.0,209.0,29,0.0
64.0,2.0,2022,7.0,4291,35,361,4291,76.0,209.0,30,0.0
0.0,2.0,2016,1.0,3716,28,316,3716,66.0,170.0,24,0.0
203.0,1.0,2017,22.0,3792,27,373,3792,66.0,170.0,25,2.0
268.0,1.0,2018,34.0,3309,29,292,3254,66.0,170.0,26,2.0
164.0,1.0,2019,33.0,4117,24,371,4117,66.0,170.0,27,0.0
373.0,1.0,2020,54.0,3937,25,370,3937,66.0,170.0,28,1.0
132.0,1.0,2021,17.0,3635,18,332,3635,66.0,170.0,29,2.0
359.0,3.0,2019,41.0,4153,29,378,4153,74.0,200.0,23,0.0
731.0,2.0,2020,82.0,3124,14,283,3124,74.0,200.0,24,0.0
870.0,2.0,2021,128.0,4098,28,364,4098,74.0,200.0,25,4.0
806.0,1.0,2022,98.0,3815,20,358,3815,74.0,200.0,26,6.0
807.0,1.0,2023,106.0,3666,21,348,3661,74.0,200.0,27,8.0
6.0,3.0,2019,3.0,3350,37,289,3350,77.0,210.0,24,0.0
64.0,2.0,2023,6.0,4660,37,428,4660,74.0,205.0,23,0.0
0.0,3.0,2019,2.0,4648,26,394,4648,73.0,212.0,22,0.0
511.0,2.0,2020,55.0,4548,31,413,4548,73.0,212.0,23,3.0
448.0,2.0,2021,48.0,5014,41,443,5014,73.0,212.0,24,3.0
64.0,2.0,2022,4.0,4791,27,485,4777,73.0,212.0,25,0.0
89.0,2.0,2023,21.0,4312,27,409,4295,73.0,212.0,26,1.0
179.0,3.0,2022,13.0,4818,32,448,4808,72.0,190.0,23,1.0
29.0,2.0,2023,6.0,4700,31,424,4700,72.0,190.0,24,0.0
398.0,1.0,2020,55.0,3728,23,334,3728,71.0,197.0,21,1.0
299.0,1.0,2021,57.0,3585,21,307,3585,71.0,197.0,22,2.0
104.0,2.0,2022,13.0,4818,32,448,4808,71.0,197.0,23,2.0
138.0,2.0,2023,23.0,3392,21,351,3389,71.0,197.0,24,1.0
7.0,2.0,2014,1.0,4952,37,456,4952,69.0,165.0,22,0.0
12.0,2.0,2022,3.0,3911,31,355,3911,73.0,195.0,23,0.0
268.0,2.0,2023,36.0,4660,37,428,4660,73.0,195.0,24,2.0
37.0,3.0,2018,6.0,2884,19,283,2884,75.0,210.0,23,0.0
75.0,2.0,2022,5.0,4007,20,345,4007,73.0,210.0,24,1.0
373.0,2.0,2023,40.0,3351,17,338,3351,72.0,185.0,22,0.0
162.0,1.0,2016,23.0,3645,19,311,3641,71.0,205.0,21,3.0
229.0,1.0,2021,40.0,3674,14,361,3674,70.0,190.0,26,1.0
189.0,1.0,2022,31.0,4148,25,394,4151,70.0,190.0,27,3.0
225.0,1.0,2023,21.0,4377,23,412,4377,70.0,190.0,28,1.0
784.0,2.0,2012,100.0,4342,40,374,4342,73.0,200.0,28,14.0
817.0,1.0,2013,94.0,4538,29,366,4538,73.0,200.0,29,3.0
875.0,2.0,2015,101.0,3825,34,348,3853,73.0,200.0,31,8.0
14.0,2.0,2020,3.0,2919,29,257,2919,71.0,193.0,24,2.0
202.0,2.0,2021,20.0,4267,24,396,4267,71.0,193.0,25,0.0
62.0,2.0,2022,17.0,3202,20,300,3202,71.0,193.0,26,0.0
0.0,2.0,2023,5.0,4011,29,355,4011,71.0,193.0,27,0.0
260.0,2.0,2018,38.0,5174,36,459,5131,71.0,213.0,22,1.0
735.0,1.0,2019,80.0,3214,18,315,3210,71.0,213.0,23,3.0
392.0,2.0,2020,56.0,4129,36,428,4115,71.0,213.0,24,5.0
285.0,1.0,2021,44.0,4017,24,425,4005,71.0,213.0,25,3.0
0.0,2.0,2022,1.0,3911,31,355,3911,71.0,213.0,26,0.0
91.0,3.0,2014,16.0,3551,22,323,3551,73.0,203.0,23,0.0
106.0,2.0,2016,19.0,4206,18,364,4206,73.0,203.0,25,0.0
41.0,2.0,2022,9.0,4444,32,383,4430,73.0,180.0,21,1.0
354.0,2.0,2023,42.0,4606,33,408,4606,73.0,180.0,22,2.0
608.0,2.0,2015,80.0,4294,32,386,4294,69.0,177.0,22,2.0
847.0,1.0,2016,99.0,4948,28,407,4946,69.0,177.0,23,7.0
789.0,1.0,2017,103.0,4093,31,347,4093,69.0,177.0,24,4.0
388.0,1.0,2018,49.0,3287,19,311,3283,69.0,177.0,25,2.0
833.0,2.0,2019,122.0,3443,21,323,3455,69.0,177.0,26,6.0
699.0,1.0,2020,89.0,3115,19,292,3115,69.0,177.0,27,7.0
489.0,1.0,2021,73.0,3959,20,357,3919,69.0,177.0,28,2.0
60.0,2.0,2022,13.0,4291,35,361,4291,69.0,177.0,29,0.0
159.0,2.0,2023,20.0,4174,29,407,4174,69.0,177.0,30,1.0
111.0,2.0,2015,16.0,3825,34,348,3853,73.0,195.0,25,0.0
8.0,2.0,2016,2.0,4445,41,403,4445,73.0,195.0,26,0.0
44.0,3.0,2017,7.0,4470,34,374,4470,73.0,195.0,27,0.0
310.0,3.0,2012,36.0,2935,19,300,2935,70.0,191.0,23,2.0
434.0,2.0,2013,43.0,3645,22,325,3645,70.0,191.0,24,3.0
588.0,2.0,2014,62.0,3566,19,322,3566,70.0,191.0,25,2.0
442.0,2.0,2015,50.0,3246,14,294,3246,70.0,191.0,26,0.0
67.0,3.0,2016,14.0,4119,20,414,4119,70.0,191.0,27,1.0
198.0,2.0,2017,25.0,3929,25,357,3929,70.0,191.0,28,2.0
449.0,2.0,2018,61.0,4071,29,378,4071,70.0,191.0,29,1.0
296.0,2.0,2019,58.0,4134,18,382,4134,70.0,191.0,30,0.0
140.0,2.0,2013,18.0,4291,25,363,4291,75.0,204.0,23,1.0
229.0,3.0,2014,32.0,3990,22,320,3990,75.0,204.0,24,2.0
144.0,2.0,2015,23.0,4775,36,353,4775,75.0,204.0,25,1.0
187.0,2.0,2016,23.0,4425,30,383,4425,75.0,204.0,26,1.0
477.0,1.0,2017,69.0,3979,25,339,3979,75.0,204.0,27,4.0
166.0,2.0,2018,19.0,3448,37,280,3448,75.0,204.0,28,5.0
220.0,2.0,2019,28.0,4110,35,341,4110,75.0,204.0,29,3.0
760.0,1.0,2014,112.0,4066,27,394,4064,71.0,196.0,22,5.0
1159.0,1.0,2015,167.0,4231,26,365,4231,71.0,196.0,23,5.0
1138.0,1.0,2016,133.0,3716,28,316,3716,71.0,196.0,24,4.0
987.0,1.0,2017,161.0,3792,27,373,3792,71.0,196.0,25,10.0
976.0,1.0,2018,150.0,4261,31,353,4261,71.0,196.0,26,4.0
1174.0,1.0,2019,138.0,3847,23,318,3847,71.0,196.0,27,7.0
840.0,1.0,2020,101.0,3701,28,315,3701,71.0,196.0,28,3.0
583.0,1.0,2021,87.0,3619,22,320,3606,71.0,196.0,29,2.0
274.0,1.0,2022,40.0,3969,27,338,3969,71.0,196.0,30,2.0
634.0,2.0,2012,77.0,4075,23,367,4060,72.0,210.0,29,0.0
437.0,2.0,2013,76.0,4406,33,310,4408,72.0,210.0,30,2.0
353.0,2.0,2014,62.0,3828,24,327,3820,72.0,210.0,31,2.0
119.0,2.0,2015,25.0,3493,21,310,3493,72.0,210.0,32,0.0
56.0,3.0,2023,8.0,3373,13,356,3373,75.0,202.0,24,1.0
43.0,2.0,2019,5.0,4648,26,394,4648,74.0,213.0,24,0.0
5.0,3.0,2022,2.0,4791,27,485,4777,74.0,213.0,27,0.0
282.0,2.0,2021,38.0,4437,26,343,4429,75.0,212.0,24,5.0
416.0,2.0,2022,56.0,4049,30,338,4049,75.0,212.0,25,1.0
265.0,2.0,2023,33.0,4577,34,336,4577,75.0,212.0,26,1.0
32.0,3.0,2018,5.0,3747,29,344,3747,76.0,215.0,24,0.0
186.0,2.0,2019,39.0,3573,20,371,3573,76.0,215.0,25,1.0
48.0,2.0,2020,12.0,3925,28,402,3925,76.0,215.0,26,1.0
40.0,2.0,2018,8.0,4405,24,382,4405,73.0,191.0,23,0.0
628.0,2.0,2023,93.0,4167,23,371,4167,72.0,197.0,21,4.0
795.0,2.0,2023,95.0,4210,32,374,4210,71.0,187.0,23,8.0
77.0,2.0,2017,11.0,3716,22,316,3716,71.0,170.0,23,2.0
58.0,2.0,2020,10.0,4776,44,410,4776,71.0,170.0,26,0.0
10.0,1.0,2021,3.0,3674,14,361,3674,71.0,170.0,27,0.0
1015.0,1.0,2021,140.0,3936,22,404,3936,70.0,185.0,23,6.0
1356.0,2.0,2022,118.0,4765,32,368,4765,70.0,185.0,24,8.0
1014.0,2.0,2023,104.0,4698,34,393,4698,70.0,185.0,25,5.0
0.0,2.0,2020,1.0,3796,17,389,3796,71.0,182.0,26,0.0
16.0,3.0,2014,2.0,4447,38,349,4447,75.0,219.0,23,0.0
79.0,3.0,2015,12.0,3825,34,348,3853,75.0,219.0,24,0.0
93.0,2.0,2016,19.0,4445,41,403,4445,75.0,219.0,25,1.0
12.0,2.0,2017,5.0,3532,27,352,3532,75.0,219.0,26,0.0
12.0,2.0,2019,2.0,3443,21,323,3455,73.0,195.0,22,0.0
167.0,2.0,2020,37.0,3115,19,292,3115,73.0,195.0,23,0.0
113.0,2.0,2021,17.0,3959,20,357,3919,73.0,195.0,24,0.0
134.0,2.0,2022,11.0,4040,15,357,4047,73.0,195.0,25,0.0
18.0,3.0,2017,4.0,4326,26,363,4326,74.0,205.0,24,0.0
7.0,2.0,2018,2.0,3287,19,311,3283,74.0,205.0,25,0.0
363.0,2.0,2015,44.0,4449,25,426,4439,74.0,213.0,24,0.0
827.0,1.0,2012,96.0,3178,16,272,3178,69.0,188.0,24,3.0
523.0,2.0,2013,72.0,3270,19,266,3270,69.0,188.0,25,4.0
409.0,1.0,2014,77.0,3206,19,287,3206,69.0,188.0,26,2.0
152.0,2.0,2015,26.0,4170,34,362,4170,69.0,188.0,27,2.0
